COUNTRY_OF_ASYLUM,RETURN_DATE,ORIG_PROV_NAME,ORIG_DIST_NAME,DESTINATION_PROV_NAME,DESTINATION_DIST_NAME,INDIVIDUALS,MALE,FEMALE,
#country,#date+occurred,#admin1+name+x_origin,#admin2+name+x_origin,#admin1+name+x_destination,#admin2+name+x_destination,#affected+displaced+all,#affected+displaced+m,#affected+displaced+f,
Iran,04-May-18,Ghazni,Ghazni,Ghazni,Ghazni,1,1,0,
Iran,04-May-18,Herat,Herat,Herat,Herat,8,4,4,
Pakistan,04-May-18,Baghlan,Pul-e- khumri,Takhar,Eshkashem,6,2,4,
Pakistan,04-May-18,Ghazni,Zanakhan,Ghazni,Zanakhan,10,5,5,
Pakistan,04-May-18,Kunduz,Aliabad,Takhar,Eshkashem,1,0,1,
Pakistan,04-May-18,Kunduz,Kunduz,Kunduz,Kunduz,7,5,2,
Pakistan,04-May-18,Paktya,Alikhel (Jaji),Paktya,Alikhel (Jaji),7,4,3,
Pakistan,05-May-18,Baghlan,Pul-e- khumri,Baghlan,Pul-e- khumri,4,1,3,
Pakistan,05-May-18,Faryab,Andkhoy,Faryab,Andkhoy,5,3,2,
Pakistan,05-May-18,Jawzjan,Shiberghan,Sar-e-Pul,Sar-e-Pul,1,0,1,
Pakistan,05-May-18,Kabul,Shakardara,Logar,Pul-e- Alam,5,3,2,
Pakistan,05-May-18,Kabul,Surobi,Kabul,Surobi,4,3,1,
Pakistan,05-May-18,Kandahar,Daman,Hilmand,Garmser,1,0,1,
Pakistan,05-May-18,Kandahar,Spinboldak,Sar-e-Pul,Sar-e-Pul,6,4,2,
Pakistan,05-May-18,Kunduz,Aliabad,Kunduz,Aliabad,1,0,1,
Pakistan,05-May-18,Kunduz,Dasht-e-Archi,Kunduz,Aliabad,7,4,3,
Pakistan,05-May-18,Kunduz,Khanabad,Kunduz,Khanabad,10,6,4,
Pakistan,05-May-18,Logar,Mohammadagha,Logar,Mohammadagha,6,3,3,
Pakistan,05-May-18,Logar,Pul-e- Alam,Logar,Pul-e- Alam,10,6,4,
Pakistan,05-May-18,Nangarhar,Pachieragam,Logar,Pul-e- Alam,2,1,1,
Pakistan,05-May-18,Nangarhar,Rodat,Kabul,Bagrami,4,1,3,
Pakistan,05-May-18,Paktya,Ahmadaba,Kabul,Kabul,6,1,5,
Pakistan,05-May-18,Paktya,Ahmadaba,Paktya,Ahmadaba,18,10,8,
Pakistan,05-May-18,Paktya,Gardez,Kabul,Kabul,7,3,4,
Pakistan,05-May-18,Paktya,Janikhel,Paktya,Janikhel,4,1,3,
Pakistan,05-May-18,Paktya,Lija Ahmad Khel,Paktya,Gardez,6,4,2,
Pakistan,05-May-18,Paktya,Sayedkaram,Kabul,Kabul,6,2,4,
Pakistan,05-May-18,Paktya,Zurmat,Kabul,Kabul,6,4,2,
Pakistan,05-May-18,Paktya,Zurmat,Paktya,Zurmat,7,3,4,
Pakistan,05-May-18,Sar-e-Pul,Sar-e-Pul,Balkh,Mazar-e-Sharif,1,1,0,
Pakistan,05-May-18,Sar-e-Pul,Sar-e-Pul,Jawzjan,Shiberghan,7,4,3,
Pakistan,05-May-18,Sar-e-Pul,Sayad,Hilmand,Garmser,8,3,5,
Pakistan,05-May-18,Takhar,Eshkashem,Paktya,Gardez,1,1,0,
Iran,06-May-18,Bamyan,Yakawlang,Kabul,Kabul,1,0,1,
Iran,06-May-18,Herat,Herat,Herat,Herat,1,1,0,
Iran,06-May-18,Kabul,Kabul,Kabul,Kabul,1,0,1,
Pakistan,06-May-18,Balkh,Mazar-e-Sharif,Nangarhar,Behsud,8,2,6,
Pakistan,06-May-18,Kunar,Asadabad,Nangarhar,Jalalabad,4,1,3,
Pakistan,06-May-18,Kunar,Dara-e-Pech,Nangarhar,Behsud,1,1,0,
Pakistan,06-May-18,Kunar,Nari,Kunar,Nari,3,2,1,
Pakistan,06-May-18,Laghman,Mehtarlam,Nangarhar,Jalalabad,5,2,3,
Pakistan,06-May-18,Logar,Azra,Logar,Azra,1,1,0,
Pakistan,06-May-18,Nangarhar,Behsud,Kabul,Kabul,10,5,5,
Pakistan,06-May-18,Nangarhar,Dara-e-Nur,Nangarhar,Behsud,1,1,0,
Pakistan,06-May-18,Nangarhar,Dehbala,Nangarhar,Dehbala,1,1,0,
Pakistan,06-May-18,Nangarhar,Hesarak,Nangarhar,Hesarak,6,2,4,
Pakistan,06-May-18,Nangarhar,Kama,Nangarhar,Kama,3,1,2,
Pakistan,06-May-18,Nangarhar,Khogyani,Nangarhar,Jalalabad,2,1,1,
Pakistan,06-May-18,Nangarhar,Khogyani,Nangarhar,Khogyani,2,0,2,
Pakistan,06-May-18,Nangarhar,Khogyani,Nangarhar,Surkhrod,10,3,7,
Pakistan,06-May-18,Nangarhar,Kuzkunar,Nangarhar,Surkhrod,5,2,3,
Pakistan,06-May-18,Nangarhar,Sherzad,Nangarhar,Behsud,5,1,4,
Iran,07-May-18,Bamyan,Waras,Herat,Herat,1,0,1,
Iran,07-May-18,Daykundi,Nili,Herat,Herat,1,1,0,
Iran,07-May-18,Daykundi,Nili,Kabul,Kabul,1,0,1,
Iran,07-May-18,Daykundi,Sang-e-Takht,Kabul,Kabul,1,0,1,
Iran,07-May-18,Ghazni,Malestan,Herat,Herat,1,0,1,
Iran,07-May-18,Herat,Herat,Herat,Herat,1,1,0,
Iran,07-May-18,Herat,Herat,Kabul,Kabul,2,1,1,
Iran,07-May-18,Samangan,Dara-e- Suf-e- Payin,Kabul,Kabul,1,1,0,
Pakistan,07-May-18,Kunar,Chawkay,Kunar,Chawkay,10,5,5,
Pakistan,07-May-18,Kunar,Watapur,Nangarhar,Behsud,11,7,4,
Pakistan,07-May-18,Kunduz,Dasht-e-Archi,Nangarhar,Behsud,2,0,2,
Pakistan,07-May-18,Kunduz,Emamsaheb,Nangarhar,Kama,4,3,1,
Pakistan,07-May-18,Kunduz,Kunduz,Kunduz,Kunduz,3,2,1,
Iran,08-May-18,Balkh,Mazar-e-Sharif,Balkh,Mazar-e-Sharif,3,1,2,
Iran,08-May-18,Farah,Anardara,Herat,Herat,3,3,0,
Iran,08-May-18,Kabul,Kabul,Kabul,Kabul,1,0,1,
Iran,08-May-18,Nangarhar,Jalalabad,Nangarhar,Jalalabad,1,0,1,
Pakistan,08-May-18,Baghlan,Baghlan-e-Jadid,Baghlan,Baghlan-e-Jadid,1,1,0,
Pakistan,08-May-18,Baghlan,Baghlan-e-Jadid,Baghlan,Pul-e- khumri,4,3,1,
Pakistan,08-May-18,Jawzjan,Qushtepa,Jawzjan,Qushtepa,5,2,3,
Pakistan,08-May-18,Jawzjan,Shiberghan,Balkh,Mazar-e-Sharif,3,1,2,
Pakistan,08-May-18,Kabul,Surobi,Kabul,Surobi,3,1,2,
Pakistan,08-May-18,Kandahar,Khakrez,Ghazni,Ghazni,3,2,1,
Pakistan,08-May-18,Kandahar,Panjwayi,Kandahar,Maywand,3,2,1,
Pakistan,08-May-18,Khost,Spera,Khost,Spera,6,3,3,
Pakistan,08-May-18,Kunar,Dara-e-Pech,Nangarhar,Jalalabad,6,2,4,
Pakistan,08-May-18,Kunar,Nari,Nangarhar,Behsud,1,1,0,
Pakistan,08-May-18,Kunduz,Dasht-e-Archi,Kunduz,Dasht-e-Archi,13,6,7,
Pakistan,08-May-18,Kunduz,Kunduz,Kabul,Kabul,3,2,1,
Pakistan,08-May-18,Kunduz,Kunduz,Kunduz,Kunduz,7,2,5,
Pakistan,08-May-18,Logar,Mohammadagha,Logar,Mohammadagha,10,5,5,
Pakistan,08-May-18,Nangarhar,Batikot,Kabul,Dehsabz,3,2,1,
Pakistan,08-May-18,Nangarhar,Behsud,Kabul,Dehsabz,4,2,2,
Pakistan,08-May-18,Nangarhar,Hesarak,Nangarhar,Surkhrod,5,1,4,
Pakistan,08-May-18,Nangarhar,Khogyani,Kabul,Kabul,1,1,0,
Pakistan,08-May-18,Nangarhar,Rodat,Nangarhar,Rodat,13,8,5,
Pakistan,08-May-18,Nangarhar,Surkhrod,Kabul,Kabul,3,2,1,
Pakistan,08-May-18,Paktika,Naka,Paktya,Gardez,10,7,3,
Pakistan,08-May-18,Paktika,Sharan,Takhar,Khwajaghar,16,7,9,
Pakistan,08-May-18,Paktya,Alikhel (Jaji),Kabul,Kabul,1,1,0,
Pakistan,08-May-18,Paktya,Alikhel (Jaji),Paktya,Alikhel (Jaji),6,1,5,
Pakistan,08-May-18,Paktya,Gardez,Paktya,Gardez,84,36,48,
Pakistan,08-May-18,Sar-e-Pul,Sayad,Sar-e-Pul,Sayad,14,6,8,
Iran,09-May-18,Bamyan,Yakawlang,Herat,Herat,1,0,1,
Iran,09-May-18,Farah,Farah,Farah,Farah,1,0,1,
Iran,09-May-18,Ghazni,Jaghuri,Herat,Herat,1,0,1,
Iran,09-May-18,Herat,Guzara,Kabul,Kabul,1,1,0,
Iran,09-May-18,Kabul,Kabul,Kabul,Kabul,1,1,0,
Iran,09-May-18,Kapisa,Hisa-e- Awal-e- Kohestan,Kapisa,Hisa-e- Awal-e- Kohestan,1,0,1,
Iran,09-May-18,Parwan,Surkh-e- Parsa,Kabul,Kabul,1,1,0,
Iran,09-May-18,Sar-e-Pul,Sar-e-Pul,Kabul,Kabul,1,1,0,
Iran,09-May-18,Uruzgan,Khasuruzgan,Uruzgan,Tirinkot,1,1,0,
Pakistan,09-May-18,Baghlan,Pul-e- khumri,Baghlan,Pul-e- khumri,2,1,1,
Pakistan,09-May-18,Baghlan,Pul-e- khumri,Kabul,Kabul,3,2,1,
Pakistan,09-May-18,Balkh,Mazar-e-Sharif,Balkh,Mazar-e-Sharif,5,2,3,
Pakistan,09-May-18,Kabul,Kabul,Kabul,Kabul,2,0,2,
Pakistan,09-May-18,Kabul,Surobi,Kabul,Surobi,6,1,5,
Pakistan,09-May-18,Kandahar,Kandahar,Kandahar,Kandahar,10,5,5,
Pakistan,09-May-18,Kunduz,Dasht-e-Archi,Kabul,Kabul,7,3,4,
Pakistan,09-May-18,Kunduz,Khanabad,Kabul,Bagrami,1,1,0,
Pakistan,09-May-18,Kunduz,Khanabad,Kunduz,Khanabad,3,0,3,
Pakistan,09-May-18,Kunduz,Kunduz,Kunduz,Kunduz,3,2,1,
Pakistan,09-May-18,Laghman,Qarghayi,Laghman,Qarghayi,6,3,3,
Pakistan,09-May-18,Logar,Barakibarak,Logar,Barakibarak,2,1,1,
Pakistan,09-May-18,Logar,Pul-e- Alam,Logar,Pul-e- Alam,16,9,7,
Pakistan,09-May-18,Nangarhar,Kama,Kabul,Kabul,3,3,0,
Pakistan,09-May-18,Paktika,Wazakhah,Paktya,Gardez,4,3,1,
Pakistan,09-May-18,Paktya,Gardez,Logar,Pul-e- Alam,1,0,1,
Pakistan,09-May-18,Paktya,Sayedkaram,Paktya,Sayedkaram,1,0,1,
Pakistan,09-May-18,Paktya,Zurmat,Paktya,Zurmat,5,2,3,
Pakistan,09-May-18,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,6,4,2,
Pakistan,09-May-18,Sar-e-Pul,Sayad,Sar-e-Pul,Sayad,7,3,4,
Iran,10-May-18,Ghazni,Ghazni,Kabul,Kabul,1,0,1,
Iran,10-May-18,Laghman,Mehtarlam,Laghman,Mehtarlam,1,0,1,
Pakistan,10-May-18,Baghlan,Khenjan,Kabul,Dehsabz,3,3,0,
Pakistan,10-May-18,Baghlan,Pul-e- khumri,Kunduz,Kunduz,1,0,1,
Pakistan,10-May-18,Balkh,Mazar-e-Sharif,Balkh,Mazar-e-Sharif,5,4,1,
Pakistan,10-May-18,Balkh,Mazar-e-Sharif,Kabul,Kabul,4,1,3,
Pakistan,10-May-18,Hilmand,Baghran,Sar-e-Pul,Sayad,5,1,4,
Pakistan,10-May-18,Jawzjan,Shiberghan,Jawzjan,Shiberghan,3,3,0,
Pakistan,10-May-18,Kabul,Chaharasyab,Kabul,Chaharasyab,8,3,5,
Pakistan,10-May-18,Kabul,Qarabagh,Kabul,Qarabagh,37,14,23,
Pakistan,10-May-18,Kandahar,Arghestan,Kandahar,Daman,1,0,1,
Pakistan,10-May-18,Kandahar,Daman,Kandahar,Daman,8,5,3,
Pakistan,10-May-18,Kandahar,Kandahar,Kandahar,Kandahar,21,11,10,
Pakistan,10-May-18,Kandahar,Maywand,Kandahar,Maywand,4,2,2,
Pakistan,10-May-18,Kandahar,Panjwayi,Kandahar,Panjwayi,8,4,4,
Pakistan,10-May-18,Kapisa,Tagab,Kapisa,Tagab,1,1,0,
Pakistan,10-May-18,Khost,Khost(Matun),Logar,Barakibarak,6,2,4,
Pakistan,10-May-18,Kunar,Dara-e-Pech,Nangarhar,Behsud,4,3,1,
Pakistan,10-May-18,Kunduz,Chardarah,Kunduz,Chardarah,8,3,5,
Pakistan,10-May-18,Kunduz,Kunduz,Kunduz,Kunduz,4,4,0,
Pakistan,10-May-18,Logar,Mohammadagha,Kabul,Chaharasyab,1,0,1,
Pakistan,10-May-18,Logar,Mohammadagha,Logar,Mohammadagha,11,5,6,
Pakistan,10-May-18,Nangarhar,Dehbala,Nangarhar,Behsud,2,1,1,
Pakistan,10-May-18,Nangarhar,Kuzkunar,Nangarhar,Kuzkunar,3,1,2,
Pakistan,10-May-18,Nangarhar,Surkhrod,Nangarhar,Jalalabad,8,3,5,
Pakistan,10-May-18,Wardak,Markaz-e-Behsud,Kabul,Kabul,5,3,2,
Iran,11-May-18,Laghman,Mehtarlam,Laghman,Mehtarlam,4,2,2,
Pakistan,11-May-18,Balkh,Mazar-e-Sharif,Kabul,Kabul,11,5,6,
Pakistan,11-May-18,Kabul,Qarabagh,Kabul,Qarabagh,3,3,0,
Pakistan,11-May-18,Kunar,Watapur,Kabul,Kabul,14,5,9,
Pakistan,11-May-18,Kunduz,Dasht-e-Archi,Khost,Shamal,6,5,1,
Pakistan,11-May-18,Nangarhar,Kama,Kabul,Kabul,9,7,2,
Pakistan,11-May-18,Paktya,Sayedkaram,Paktya,Sayedkaram,12,4,8,
Pakistan,11-May-18,Panjsher,Rukha,Kabul,Kabul,4,2,2,
Pakistan,11-May-18,Parwan,Bagram,Kabul,Kabul,6,0,6,
Pakistan,11-May-18,Parwan,Bagram,Parwan,Bagram,3,1,2,
Pakistan,11-May-18,Parwan,Charikar,Kabul,Kabul,2,2,0,
Pakistan,11-May-18,Samangan,Hazrat-e- Sultan,Samangan,Hazrat-e- Sultan,6,2,4,
Pakistan,12-May-18,Baghlan,Pul-e- khumri,Ghazni,Ghazni,4,1,3,
Pakistan,12-May-18,Hilmand,Lashkargah,Hilmand,Lashkargah,3,1,2,
Pakistan,12-May-18,Jawzjan,Qushtepa,Jawzjan,Shiberghan,2,1,1,
Pakistan,12-May-18,Kabul,Dehsabz,Kunduz,Kunduz,1,1,0,
Pakistan,12-May-18,Kabul,Kabul,Kabul,Kabul,8,4,4,
Pakistan,12-May-18,Kabul,Khak-e- Jabbar,Kabul,Khak-e- Jabbar,20,10,10,
Pakistan,12-May-18,Kabul,Khak-e- Jabbar,Khost,Khost(Matun),9,5,4,
Pakistan,12-May-18,Kabul,Mirbachakot,Kabul,Mirbachakot,8,5,3,
Pakistan,12-May-18,Kapisa,Mahmud-e- Raqi,Kabul,Bagrami,5,2,3,
Pakistan,12-May-18,Khost,Khost(Matun),Khost,Khost(Matun),3,1,2,
Pakistan,12-May-18,Khost,Nadirshahkot,Khost,Nadirshahkot,9,3,6,
Pakistan,12-May-18,Kunduz,Chardarah,Kabul,Chaharasyab,9,6,3,
Pakistan,12-May-18,Kunduz,Kunduz,Kabul,Bagrami,4,2,2,
Pakistan,12-May-18,Kunduz,Kunduz,Kabul,Chaharasyab,7,4,3,
Pakistan,12-May-18,Kunduz,Kunduz,Kabul,Kabul,3,0,3,
Pakistan,12-May-18,Logar,Barakibarak,Logar,Barakibarak,11,4,7,
Pakistan,12-May-18,Logar,Khoshi,Logar,Khoshi,14,4,10,
Pakistan,12-May-18,Paktika,Sarobi,Paktika,Urgun,6,1,5,
Pakistan,12-May-18,Paktika,Zarghunshahr,Ghazni,Ghazni,10,4,6,
Pakistan,12-May-18,Paktya,Ahmadaba,Paktya,Gardez,1,0,1,
Pakistan,12-May-18,Paktya,Alikhel (Jaji),Paktya,Alikhel (Jaji),7,5,2,
Pakistan,12-May-18,Paktya,Alikhel (Jaji),Paktya,Gardez,7,3,4,
Pakistan,12-May-18,Paktya,Gardez,Paktika,Urgun,6,3,3,
Pakistan,12-May-18,Paktya,Gardez,Paktya,Gardez,14,4,10,
Pakistan,12-May-18,Paktya,Sayedkaram,Paktya,Sayedkaram,9,5,4,
Pakistan,12-May-18,Paktya,Zurmat,Kabul,Chaharasyab,1,0,1,
Pakistan,12-May-18,Parwan,Salang,Paktya,Gardez,1,1,0,
Pakistan,12-May-18,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,4,2,2,
Pakistan,12-May-18,Wardak,Chak,Kabul,Bagrami,2,1,1,
Iran,13-May-18,Balkh,Mazar-e-Sharif,Balkh,Mazar-e-Sharif,2,1,1,
Iran,13-May-18,Bamyan,Yakawlang,Herat,Herat,1,0,1,
Iran,13-May-18,Bamyan,Yakawlang,Kabul,Kabul,2,1,1,
Iran,13-May-18,Farah,Farah,Farah,Farah,1,0,1,
Pakistan,13-May-18,Kabul,Kabul,Nangarhar,Jalalabad,5,1,4,
Pakistan,13-May-18,Laghman,Qarghayi,Nangarhar,Jalalabad,1,1,0,
Pakistan,13-May-18,Logar,Azra,Nangarhar,Surkhrod,7,5,2,
Pakistan,13-May-18,Logar,Mohammadagha,Nangarhar,Chaparhar,1,1,0,
Pakistan,13-May-18,Nangarhar,Jalalabad,Laghman,Alingar,5,4,1,
Pakistan,13-May-18,Nangarhar,Kuzkunar,Nangarhar,Kuzkunar,10,6,4,
Pakistan,13-May-18,Nangarhar,Surkhrod,Nangarhar,Jalalabad,1,1,0,
Iran,14-May-18,Bamyan,Panjab,Kabul,Kabul,1,0,1,
Iran,14-May-18,Bamyan,Waras,Kabul,Kabul,1,0,1,
Iran,14-May-18,Bamyan,Yakawlang,Kabul,Kabul,1,0,1,
Iran,14-May-18,Ghazni,Jaghuri,Kabul,Kabul,1,1,0,
Iran,14-May-18,Ghor,Lal Wa Sarjangal,Ghor,Lal Wa Sarjangal,1,1,0,
Iran,14-May-18,Ghor,Lal Wa Sarjangal,Kabul,Kabul,1,1,0,
Iran,14-May-18,Herat,Herat,Kabul,Kabul,1,1,0,
Iran,14-May-18,Herat,Injil,Kabul,Kabul,1,0,1,
Iran,14-May-18,Logar,Pul-e- Alam,Logar,Pul-e- Alam,1,1,0,
Iran,14-May-18,Uruzgan,Khasuruzgan,Uruzgan,Khasuruzgan,1,0,1,
Pakistan,14-May-18,Kandahar,Arghandab,Kandahar,Arghandab,9,5,4,
Pakistan,14-May-18,Logar,Azra,Nangarhar,Khogyani,5,3,2,
Pakistan,14-May-18,Nangarhar,Khogyani,Nangarhar,Khogyani,1,1,0,
Pakistan,14-May-18,Wardak,Jaghatu,Ghazni,Ghazni,2,2,0,
Iran,15-May-18,Balkh,Mazar-e-Sharif,Herat,Herat,1,1,0,
Iran,15-May-18,Bamyan,Waras,Herat,Herat,1,1,0,
Iran,15-May-18,Ghor,Lal Wa Sarjangal,Herat,Herat,1,1,0,
Iran,15-May-18,Herat,Herat,Herat,Herat,2,2,0,
Iran,15-May-18,Laghman,Mehtarlam,Laghman,Mehtarlam,1,1,0,
Pakistan,15-May-18,Balkh,Mazar-e-Sharif,Sar-e-Pul,Sar-e-Pul,6,4,2,
Pakistan,15-May-18,Balkh,Nahr-e- Shahi,Balkh,Nahr-e- Shahi,17,9,8,
Pakistan,15-May-18,Faryab,Maymana,Faryab,Maymana,2,1,1,
Pakistan,15-May-18,Kabul,Paghman,Kabul,Paghman,2,2,0,
Pakistan,15-May-18,Kandahar,Kandahar,Kandahar,Kandahar,1,1,0,
Pakistan,15-May-18,Khost,Bak,Khost,Bak,6,2,4,
Pakistan,15-May-18,Khost,Mandozayi,Khost,Mandozayi,10,4,6,
Pakistan,15-May-18,Kunar,Dara-e-Pech,Nangarhar,Behsud,4,3,1,
Pakistan,15-May-18,Kunduz,Aliabad,Kabul,Bagrami,4,2,2,
Pakistan,15-May-18,Kunduz,Dasht-e-Archi,Kabul,Bagrami,24,11,13,
Pakistan,15-May-18,Kunduz,Khanabad,Kunduz,Khanabad,7,6,1,
Pakistan,15-May-18,Kunduz,Kunduz,Balkh,Mazar-e-Sharif,4,2,2,
Pakistan,15-May-18,Kunduz,Kunduz,Kabul,Kabul,10,5,5,
Pakistan,15-May-18,Kunduz,Kunduz,Kunduz,Kunduz,5,2,3,
Pakistan,15-May-18,Laghman,Mehtarlam,Kabul,Bagrami,4,2,2,
Pakistan,15-May-18,Laghman,Qarghayi,Kabul,Kabul,1,1,0,
Pakistan,15-May-18,Logar,Kharwar,Kabul,Kabul,7,4,3,
Pakistan,15-May-18,Logar,Khoshi,Logar,Khoshi,18,8,10,
Pakistan,15-May-18,Logar,Mohammadagha,Kabul,Chaharasyab,5,1,4,
Pakistan,15-May-18,Logar,Pul-e- Alam,Kabul,Bagrami,7,3,4,
Pakistan,15-May-18,Logar,Pul-e- Alam,Kabul,Chaharasyab,6,2,4,
Pakistan,15-May-18,Nangarhar,Hesarak,Nangarhar,Hesarak,2,2,0,
Pakistan,15-May-18,Nangarhar,Jalalabad,Nangarhar,Hesarak,2,1,1,
Pakistan,15-May-18,Nangarhar,Kot,Nangarhar,Jalalabad,1,0,1,
Pakistan,15-May-18,Paktika,Yahyakhel,Paktya,Alikhel (Jaji),6,0,6,
Pakistan,15-May-18,Paktya,Alikhel (Jaji),Kabul,Kabul,1,1,0,
Pakistan,15-May-18,Paktya,Alikhel (Jaji),Paktya,Alikhel (Jaji),7,5,2,
Pakistan,15-May-18,Paktya,Gardez,Kabul,Dehsabz,8,4,4,
Pakistan,15-May-18,Paktya,Gardez,Khost,Khost(Matun),6,3,3,
Pakistan,15-May-18,Paktya,Zurmat,Paktya,Zurmat,7,3,4,
Pakistan,15-May-18,Parwan,Koh-e- Safi,Parwan,Koh-e- Safi,5,2,3,
Pakistan,15-May-18,Sar-e-Pul,Sayad,Sar-e-Pul,Sayad,14,7,7,
Pakistan,15-May-18,Takhar,Taloqan,Takhar,Taloqan,1,0,1,
Pakistan,15-May-18,Wardak,Chak,Kabul,Bagrami,3,1,2,
Pakistan,15-May-18,Wardak,Maydanshahr,Kabul,Bagrami,2,0,2,
Other,15-May-18,Kandahar,Kandahar,Kabul,Kabul,5,3,2,
Iran,16-May-18,Balkh,Mazar-e-Sharif,Kabul,Kabul,1,1,0,
Iran,16-May-18,Daykundi,Nili,Kabul,Kabul,1,0,1,
Iran,16-May-18,Kapisa,Hisa-e- Duwum-e- Kohestan,Kabul,Kabul,1,1,0,
Pakistan,16-May-18,Jawzjan,Qushtepa,Jawzjan,Qushtepa,7,2,5,
Pakistan,16-May-18,Kabul,Bagrami,Kabul,Bagrami,13,5,8,
Pakistan,16-May-18,Kabul,Bagrami,Kabul,Kabul,7,5,2,
Pakistan,16-May-18,Kabul,Dehsabz,Kabul,Dehsabz,8,2,6,
Pakistan,16-May-18,Kabul,Musayi,Kabul,Musayi,8,5,3,
Pakistan,16-May-18,Kunar,Chawkay,Kabul,Paghman,5,2,3,
Pakistan,16-May-18,Kunduz,Chardarah,Kabul,Kabul,4,1,3,
Pakistan,16-May-18,Kunduz,Kunduz,Kabul,Bagrami,20,10,10,
Pakistan,16-May-18,Kunduz,Kunduz,Kabul,Kabul,11,2,9,
Pakistan,16-May-18,Kunduz,Kunduz,Kunduz,Kunduz,8,1,7,
Pakistan,16-May-18,Logar,Azra,Logar,Azra,8,7,1,
Pakistan,16-May-18,Logar,Azra,Logar,Pul-e- Alam,26,8,18,
Pakistan,16-May-18,Logar,Azra,Nangarhar,Batikot,4,3,1,
Pakistan,16-May-18,Logar,Azra,Nangarhar,Behsud,7,3,4,
Pakistan,16-May-18,Logar,Pul-e- Alam,Logar,Pul-e- Alam,1,0,1,
Pakistan,16-May-18,Nangarhar,Batikot,Kabul,Bagrami,12,6,6,
Pakistan,16-May-18,Nangarhar,Behsud,Nangarhar,Behsud,7,4,3,
Pakistan,16-May-18,Nangarhar,Kama,Nangarhar,Jalalabad,6,3,3,
Pakistan,16-May-18,Nangarhar,Kama,Nangarhar,Kama,12,6,6,
Pakistan,16-May-18,Nangarhar,Rodat,Nangarhar,Rodat,2,2,0,
Pakistan,16-May-18,Nangarhar,Surkhrod,Kabul,Kabul,5,3,2,
Pakistan,16-May-18,Paktya,Ahmadaba,Nangarhar,Jalalabad,7,3,4,
Pakistan,16-May-18,Paktya,Gardez,Nangarhar,Jalalabad,7,4,3,
Pakistan,16-May-18,Parwan,Koh-e- Safi,Kabul,Kabul,10,5,5,
Pakistan,16-May-18,Parwan,Koh-e- Safi,Parwan,Koh-e- Safi,11,5,6,
Pakistan,16-May-18,Zabul,Shahjoy,Zabul,Shahjoy,6,4,2,
Iran,17-May-18,Kunduz,Emamsaheb,Kunduz,Kunduz,6,1,5,
Pakistan,17-May-18,Balkh,Balkh,Balkh,Balkh,5,3,2,
Pakistan,17-May-18,Balkh,Mazar-e-Sharif,Balkh,Balkh,8,4,4,
Pakistan,17-May-18,Kabul,Chaharasyab,Kabul,Chaharasyab,10,4,6,
Pakistan,17-May-18,Kabul,Qarabagh,Kabul,Qarabagh,8,5,3,
Pakistan,17-May-18,Kabul,Surobi,Kabul,Surobi,11,4,7,
Pakistan,17-May-18,Kunduz,Kunduz,Kabul,Chaharasyab,5,2,3,
Pakistan,17-May-18,Kunduz,Kunduz,Kabul,Kabul,5,1,4,
Pakistan,17-May-18,Laghman,Qarghayi,Laghman,Qarghayi,9,2,7,
Pakistan,17-May-18,Logar,Azra,Kabul,Kabul,4,2,2,
Pakistan,17-May-18,Logar,Pul-e- Alam,Kabul,Kabul,4,2,2,
Pakistan,17-May-18,Nangarhar,Jalalabad,Nangarhar,Jalalabad,4,1,3,
Pakistan,17-May-18,Nangarhar,Kama,Kabul,Chaharasyab,1,1,0,
Pakistan,17-May-18,Nangarhar,Kuzkunar,Nangarhar,Kuzkunar,5,2,3,
Pakistan,17-May-18,Nangarhar,Surkhrod,Nangarhar,Surkhrod,1,0,1,
Pakistan,17-May-18,Paktya,Ahmadaba,Paktya,Gardez,4,2,2,
Pakistan,17-May-18,Paktya,Alikhel (Jaji),Paktya,Alikhel (Jaji),10,5,5,
Pakistan,17-May-18,Paktya,Gardez,Paktya,Gardez,9,6,3,
Pakistan,17-May-18,Parwan,Koh-e- Safi,Parwan,Koh-e- Safi,6,0,6,
Pakistan,17-May-18,Sar-e-Pul,Sayad,Kandahar,Spinboldak,5,1,4,
Iran,18-May-18,Kapisa,Hisa-e- Duwum-e- Kohestan,Kabul,Kabul,1,0,1,
Pakistan,18-May-18,Kabul,Dehsabz,Kabul,Dehsabz,6,5,1,
Pakistan,18-May-18,Kabul,Kabul,Kabul,Kabul,3,2,1,
Pakistan,18-May-18,Paktya,Alikhel (Jaji),Paktya,Alikhel (Jaji),3,3,0,
Pakistan,19-May-18,Kabul,Khak-e- Jabbar,Kabul,Dehsabz,1,0,1,
Pakistan,19-May-18,Kunduz,Chardarah,Hilmand,Nad-e-Ali,6,2,4,
Pakistan,19-May-18,Kunduz,Khanabad,Kunduz,Khanabad,2,0,2,
Pakistan,19-May-18,Kunduz,Kunduz,Hilmand,Nad-e-Ali,2,0,2,
Pakistan,19-May-18,Logar,Khoshi,Logar,Khoshi,4,2,2,
Pakistan,19-May-18,Logar,Mohammadagha,Logar,Mohammadagha,11,6,5,
Pakistan,19-May-18,Nangarhar,Khogyani,Kabul,Kabul,16,10,6,
