COUNTRY_OF_ASYLUM,RETURN_DATE,ORIG_PROV_NAME,ORIG_DIST_NAME,DESTINATION_PROV_NAME,DESTINATION_DIST_NAME,INDIVIDUALS,MALE,FEMALE,
#country,#date+occurred,#admin1+name+x_origin,#admin2+name+x_origin,#admin1+name+x_destination,#admin2+name+x_destination,#affected+displaced+all,#affected+displaced+m,#affected+displaced+f,
Iran,17-Oct-18,Uruzgan,Khasuruzgan,Kabul,Kabul,1,0,1,
Pakistan,17-Oct-18,Baghlan,Pul-e- khumri,Baghlan,Pul-e- khumri,4,2,2,
Pakistan,17-Oct-18,Kabul,Qarabagh,Kabul,Qarabagh,4,2,2,
Pakistan,17-Oct-18,Kabul,Surobi,Kabul,Surobi,5,2,3,
Pakistan,17-Oct-18,Logar,Azra,Nangarhar,Behsud,8,3,5,
Pakistan,17-Oct-18,Logar,Azra,Nangarhar,Surkhrod,7,5,2,
Iran,18-Oct-18,Daykundi,Shahrestan,Herat,Herat,1,0,1,
Iran,18-Oct-18,Farah,Farah,Herat,Herat,1,1,0,
Iran,18-Oct-18,Faryab,Pashtunkot,Herat,Herat,1,1,0,
Iran,18-Oct-18,Ghazni,Ghazni,Herat,Herat,1,0,1,
Iran,18-Oct-18,Kabul,Kabul,Kabul,Kabul,2,2,0,
Iran,18-Oct-18,Kabul,Musayi,Herat,Herat,1,1,0,
Iran,18-Oct-18,Panjsher,Dara,Panjsher,Dara,1,1,0,
Pakistan,18-Oct-18,Kunduz,Emamsaheb,Kunduz,Emamsaheb,4,1,3,
Pakistan,18-Oct-18,Nangarhar,Behsud,Nangarhar,Behsud,23,11,12,
Pakistan,18-Oct-18,Nangarhar,Khogyani,Nangarhar,Surkhrod,1,1,0,
Pakistan,18-Oct-18,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,4,3,1,
Pakistan,18-Oct-18,Sar-e-Pul,Sayad,Sar-e-Pul,Sayad,4,0,4,
Iran,19-Oct-18,Takhar,Dasht-e- Qala,Takhar,Dasht-e- Qala,1,1,0,
Pakistan,19-Oct-18,Baghlan,Dahana-e-Ghori,Baghlan,Dahana-e-Ghori,5,0,5,
Pakistan,19-Oct-18,Khost,Gurbuz,Paktya,Gardez,14,6,8,
Pakistan,19-Oct-18,Logar,Mohammadagha,Kabul,Kabul,7,4,3,
Pakistan,19-Oct-18,Logar,Pul-e- Alam,Logar,Pul-e- Alam,6,3,3,
Pakistan,19-Oct-18,Nangarhar,Khogyani,Kabul,Kabul,4,1,3,
Pakistan,20-Oct-18,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,3,1,2,
Iran,21-Oct-18,Kabul,Kabul,Kabul,Kabul,1,1,0,
Iran,22-Oct-18,Balkh,Mazar-e-Sharif,Balkh,Mazar-e-Sharif,1,1,0,
Iran,22-Oct-18,Bamyan,,Herat,Herat,1,0,1,
Iran,22-Oct-18,Bamyan,Yakawlang,Kabul,Kabul,1,1,0,
Iran,22-Oct-18,Ghazni,Jaghuri,Herat,Herat,1,1,0,
Iran,22-Oct-18,Laghman,Mehtarlam,Laghman,Mehtarlam,1,0,1,
Iran,22-Oct-18,Sar-e-Pul,Sar-e-Pul,Herat,Herat,1,0,1,
Pakistan,22-Oct-18,Balkh,Mazar-e-Sharif,Balkh,Mazar-e-Sharif,6,4,2,
Pakistan,22-Oct-18,Kunduz,Qala-e-Zal,Kunduz,Qala-e-Zal,1,1,0,
Pakistan,22-Oct-18,Nangarhar,Khogyani,Nangarhar,Behsud,9,5,4,
Pakistan,22-Oct-18,Sar-e-Pul,Sayad,Sar-e-Pul,Sayad,2,0,2,
Iran,23-Oct-18,Balkh,Mazar-e-Sharif,Herat,Herat,1,1,0,
Iran,23-Oct-18,Bamyan,Waras,Kabul,Kabul,1,1,0,
Iran,23-Oct-18,Ghazni,Jaghuri,Kabul,Kabul,2,0,2,
Iran,23-Oct-18,Ghazni,Qarabagh,Herat,Herat,1,1,0,
Iran,23-Oct-18,Herat,Herat,Herat,Herat,1,0,1,
Iran,23-Oct-18,Parwan,Shekhali,Kabul,Kabul,1,1,0,
Iran,23-Oct-18,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,1,1,0,
Pakistan,23-Oct-18,Hilmand,Garmser,Hilmand,Garmser,5,2,3,
Pakistan,23-Oct-18,Jawzjan,Shiberghan,Jawzjan,Shiberghan,3,1,2,
Pakistan,23-Oct-18,Kabul,Surobi,Kabul,Surobi,1,1,0,
Pakistan,23-Oct-18,Kandahar,Maruf,Kandahar,Kandahar,10,4,6,
Pakistan,23-Oct-18,Kandahar,Maruf,Kandahar,Maruf,3,2,1,
Pakistan,23-Oct-18,Khost,Spera,Khost,Spera,1,1,0,
Pakistan,23-Oct-18,Kunar,Chawkay,Kabul,Kabul,3,1,2,
Pakistan,23-Oct-18,Kunduz,Chardarah,Kunduz,Chardarah,6,3,3,
Pakistan,23-Oct-18,Laghman,Qarghayi,Kabul,Kabul,1,0,1,
Pakistan,23-Oct-18,Logar,Charkh,Logar,Charkh,7,4,3,
Pakistan,23-Oct-18,Logar,Khoshi,Logar,Khoshi,5,2,3,
Pakistan,23-Oct-18,Nangarhar,Rodat,Kabul,Kabul,4,1,3,
Pakistan,23-Oct-18,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,6,3,3,
Iran,24-Oct-18,Bamyan,Panjab,Herat,Herat,1,0,1,
Iran,24-Oct-18,Bamyan,Panjab,Kabul,Kabul,2,1,1,
Iran,24-Oct-18,Bamyan,Waras,Kabul,Kabul,1,0,1,
Iran,24-Oct-18,Daykundi,Khadir,Herat,Herat,1,0,1,
Iran,24-Oct-18,Farah,Farah,Kabul,Kabul,1,1,0,
Iran,24-Oct-18,Ghazni,Jaghuri,Ghazni,Jaghuri,1,0,1,
Iran,24-Oct-18,Kabul,Kabul,Herat,Herat,1,0,1,
Iran,24-Oct-18,Kabul,Kabul,Kabul,Kabul,2,1,1,
Iran,24-Oct-18,Wardak,Markaz-e-Behsud,Herat,Herat,2,2,0,
Pakistan,24-Oct-18,Kandahar,Maywand,Kandahar,Maywand,3,3,0,
Pakistan,24-Oct-18,Kunar,Dara-e-Pech,Nangarhar,Behsud,2,1,1,
Pakistan,24-Oct-18,Sar-e-Pul,Sayad,Jawzjan,Shiberghan,1,0,1,
Pakistan,24-Oct-18,Zabul,Nawbahar,Zabul,Qalat,1,0,1,
Pakistan,24-Oct-18,Zabul,Qalat,Zabul,Qalat,3,2,1,
Pakistan,24-Oct-18,Zabul,Shomulzay,Zabul,Shomulzay,3,2,1,
Iran,25-Oct-18,Badakhshan,Shaki,Herat,Herat,1,1,0,
Iran,25-Oct-18,Daykundi,Nili,Daykundi,Nili,3,1,2,
Iran,25-Oct-18,Ghazni,Qarabagh,Kabul,Kabul,1,1,0,
Iran,25-Oct-18,Herat,Herat,Herat,Herat,3,2,1,
Iran,25-Oct-18,Kabul,Kabul,Kabul,Kabul,5,2,3,
Iran,25-Oct-18,Sar-e-Pul,Sar-e-Pul,Herat,Herat,2,0,2,
Iran,25-Oct-18,Wardak,Daymirdad,Kabul,Kabul,1,0,1,
Iran,25-Oct-18,Wardak,Markaz-e-Behsud,Kabul,Kabul,1,0,1,
Pakistan,25-Oct-18,Balkh,Mazar-e-Sharif,Kandahar,Spinboldak,4,0,4,
Pakistan,25-Oct-18,Jawzjan,Qushtepa,Jawzjan,Qushtepa,9,6,3,
Pakistan,25-Oct-18,Laghman,Mehtarlam,Kabul,Kabul,11,8,3,
Pakistan,25-Oct-18,Nangarhar,Batikot,Nangarhar,Jalalabad,8,3,5,
Pakistan,25-Oct-18,Sar-e-Pul,Sayad,Kandahar,Spinboldak,4,0,4,
Iran,28-Oct-18,Herat,Herat,Herat,Herat,1,0,1,
Iran,28-Oct-18,Samangan,Dara-e- Suf-e- Payin,Herat,Herat,1,1,0,
Iran,28-Oct-18,Sar-e-Pul,Sancharak(sangchark),Herat,Herat,1,1,0,
Pakistan,28-Oct-18,Ghazni,Nawa,Ghazni,Nawa,1,0,1,
Pakistan,28-Oct-18,Jawzjan,Aqcha,Laghman,Qarghayi,7,1,6,
Pakistan,28-Oct-18,Nangarhar,Behsud,Nangarhar,Behsud,10,4,6,
Pakistan,28-Oct-18,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,7,5,2,
Iran,29-Oct-18,Bamyan,Bamyan,Kabul,Kabul,1,1,0,
Iran,29-Oct-18,Ghazni,Jaghuri,Herat,Herat,1,1,0,
Iran,29-Oct-18,Herat,Herat,Herat,Herat,1,1,0,
Iran,29-Oct-18,Jawzjan,Aqcha,Jawzjan,Shiberghan,1,1,0,
Iran,29-Oct-18,Kapisa,Mahmud-e- Raqi,Kapisa,Mahmud-e- Raqi,1,0,1,
Iran,29-Oct-18,Samangan,Hazrat-e- Sultan,Herat,Herat,3,3,0,
Pakistan,29-Oct-18,Kunar,Nari,Nangarhar,Behsud,10,4,6,
Pakistan,29-Oct-18,Kunduz,Emamsaheb,Kunduz,Emamsaheb,4,1,3,
Iran,30-Oct-18,Bamyan,Bamyan,Bamyan,Bamyan,1,0,1,
Iran,30-Oct-18,Bamyan,Panjab,Kabul,Kabul,1,0,1,
Iran,30-Oct-18,Bamyan,Yakawlang,Herat,Herat,1,0,1,
Iran,30-Oct-18,Bamyan,Yakawlang,Kabul,Kabul,1,0,1,
Iran,30-Oct-18,Herat,Herat,Herat,Herat,7,2,5,
Iran,30-Oct-18,Paktya,Gardez,Kabul,Kabul,1,0,1,
Iran,30-Oct-18,Panjsher,Dara,Kabul,Kabul,2,0,2,
Iran,30-Oct-18,Uruzgan,Tirinkot,Kabul,Kabul,1,1,0,
Iran,30-Oct-18,Wardak,Hesa-e- Awal-e- Behsud,Kabul,Kabul,1,0,1,
Pakistan,30-Oct-18,Balkh,Charbulak,Balkh,Charbulak,4,1,3,
Pakistan,30-Oct-18,Jawzjan,Qushtepa,Jawzjan,Qushtepa,1,0,1,
Pakistan,30-Oct-18,Jawzjan,Shiberghan,Jawzjan,Shiberghan,3,1,2,
Pakistan,30-Oct-18,Kabul,Dehsabz,Kabul,Kabul,6,3,3,
Pakistan,30-Oct-18,Kunar,Dara-e-Pech,Kunar,Dara-e-Pech,9,3,6,
Pakistan,30-Oct-18,Kunduz,Khanabad,Kunduz,Khanabad,1,1,0,
Pakistan,30-Oct-18,Laghman,Alishang,Takhar,Taloqan,4,3,1,
Pakistan,30-Oct-18,Logar,Pul-e- Alam,Logar,Pul-e- Alam,4,2,2,
Pakistan,30-Oct-18,Nangarhar,Jalalabad,Kabul,Kabul,2,1,1,
Pakistan,30-Oct-18,Nangarhar,Khogyani,Kabul,Kabul,7,2,5,
Pakistan,30-Oct-18,Nangarhar,Muhmand Dara,Nangarhar,Muhmand Dara,5,3,2,
Pakistan,30-Oct-18,Paktya,Sayedkaram,Kabul,Kabul,1,0,1,
Pakistan,30-Oct-18,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,6,3,3,
Iran,31-Oct-18,Bamyan,Yakawlang,Kabul,Kabul,1,0,1,
Iran,31-Oct-18,Daykundi,Nili,Daykundi,Khadir,1,1,0,
Iran,31-Oct-18,Herat,Herat,Herat,Herat,1,0,1,
Pakistan,31-Oct-18,Baghlan,Pul-e- khumri,Balkh,Mazar-e-Sharif,2,0,2,
Pakistan,31-Oct-18,Balkh,Mazar-e-Sharif,Balkh,Mazar-e-Sharif,8,2,6,
Pakistan,31-Oct-18,Ghazni,Malestan,Kabul,Kabul,1,0,1,
Pakistan,31-Oct-18,Kunduz,Aliabad,Kunduz,Aliabad,1,1,0,
Pakistan,31-Oct-18,Laghman,Qarghayi,Nangarhar,Surkhrod,3,1,2,
Pakistan,31-Oct-18,Logar,Mohammadagha,Logar,Mohammadagha,4,2,2,
Pakistan,31-Oct-18,Sar-e-Pul,Sayad,Balkh,Mazar-e-Sharif,9,8,1,
Pakistan,31-Oct-18,Sar-e-Pul,Sayad,Sar-e-Pul,Sayad,9,6,3,
Iran,01-Nov-18,Logar,Barakibarak,Herat,Herat,1,1,0,
Iran,01-Nov-18,Uruzgan,Tirinkot,Herat,Herat,1,1,0,
Iran,01-Nov-18,Wardak,Maydanshahr,Herat,Herat,1,1,0,
Pakistan,01-Nov-18,Nangarhar,Khogyani,Nangarhar,Khogyani,3,1,2,
Pakistan,01-Nov-18,Nangarhar,Nazyan,Nangarhar,Nazyan,6,1,5,
Pakistan,01-Nov-18,Sar-e-Pul,Sayad,Sar-e-Pul,Sayad,8,3,5,
Pakistan,02-Nov-18,Kabul,Kabul,Nangarhar,Muhmand Dara,5,3,2,
Pakistan,02-Nov-18,Kunduz,Emamsaheb,Kunduz,Emamsaheb,1,1,0,
Pakistan,02-Nov-18,Kunduz,Kunduz,Kunduz,Kunduz,1,1,0,
Pakistan,03-Nov-18,Kabul,Paghman,Nangarhar,Surkhrod,26,11,15,
Iran,04-Nov-18,Daykundi,Ashtarlay,Herat,Herat,1,0,1,
Iran,04-Nov-18,Ghazni,Qarabagh,Herat,Herat,2,0,2,
Iran,04-Nov-18,Jawzjan,Shiberghan,Herat,Herat,1,1,0,
Iran,04-Nov-18,Wardak,Markaz-e-Behsud,Herat,Herat,1,1,0,
Pakistan,04-Nov-18,Laghman,Mehtarlam,Laghman,Mehtarlam,12,3,9,
Iran,05-Nov-18,Herat,Herat,Herat,Herat,1,0,1,
Iran,05-Nov-18,Jawzjan,Shiberghan,Jawzjan,Shiberghan,11,3,8,
Iran,05-Nov-18,Sar-e-Pul,Sancharak(sangchark),Sar-e-Pul,Sar-e-Pul,1,1,0,
Other,06-Nov-18,Baghlan,Doshi,Kabul,Kabul,7,3,4,
Iran,06-Nov-18,Bamyan,Waras,Bamyan,Waras,1,1,0,
Iran,06-Nov-18,Herat,Herat,Herat,Herat,1,0,1,
Iran,06-Nov-18,Kabul,Kabul,Kabul,Kabul,1,0,1,
Iran,06-Nov-18,Kunduz,Kunduz,Herat,Herat,2,1,1,
Pakistan,06-Nov-18,Hilmand,Lashkargah,Kandahar,Arghandab,10,3,7,
Pakistan,06-Nov-18,Jawzjan,Qushtepa,Herat,Herat,3,1,2,
Pakistan,06-Nov-18,Jawzjan,Shiberghan,Jawzjan,Shiberghan,1,1,0,
Pakistan,06-Nov-18,Kabul,Paghman,Kabul,Paghman,168,72,96,
Pakistan,06-Nov-18,Kandahar,Arghandab,Kandahar,Arghandab,21,11,10,
Pakistan,06-Nov-18,Kunar,Dara-e-Pech,Kunar,Dara-e-Pech,1,1,0,
Pakistan,06-Nov-18,Kunar,Nari,Nangarhar,Behsud,4,2,2,
Pakistan,06-Nov-18,Kunduz,Emamsaheb,Kunduz,Emamsaheb,9,3,6,
Pakistan,06-Nov-18,Laghman,Qarghayi,Kabul,Kabul,1,0,1,
Pakistan,06-Nov-18,Paktya,Gardez,Kabul,Kabul,1,0,1,
Pakistan,06-Nov-18,Sar-e-Pul,Sayad,Jawzjan,Shiberghan,6,1,5,
Pakistan,06-Nov-18,Wardak,Chak,Wardak,Chak,3,0,3,
Other,06-Nov-18,Balkh,Mazar-e-Sharif,Balkh,Mazar-e-Sharif,1,1,0,
Iran,07-Nov-18,Ghazni,Jaghuri,Herat,Herat,1,0,1,
Iran,07-Nov-18,Herat,Shindand,Herat,Shindand,1,0,1,
Pakistan,07-Nov-18,Balkh,Mazar-e-Sharif,Sar-e-Pul,Sar-e-Pul,9,4,5,
Pakistan,07-Nov-18,Hilmand,Nawa-e-Barakzaiy,Hilmand,Nawa-e-Barakzaiy,8,5,3,
Pakistan,07-Nov-18,Jawzjan,Qushtepa,Jawzjan,Qushtepa,2,0,2,
Pakistan,07-Nov-18,Kabul,Paghman,Kabul,Bagrami,1,0,1,
Pakistan,07-Nov-18,Khost,Musakhel,Khost,Khost(Matun),6,4,2,
Pakistan,07-Nov-18,Kunar,Nari,Nangarhar,Behsud,9,3,6,
Pakistan,07-Nov-18,Laghman,Mehtarlam,Laghman,Mehtarlam,1,1,0,
Pakistan,07-Nov-18,Nangarhar,Behsud,Nangarhar,Behsud,7,4,3,
Pakistan,07-Nov-18,Nangarhar,Kama,Nangarhar,Kama,5,4,1,
Pakistan,07-Nov-18,Nangarhar,Shinwar,Kabul,Bagrami,3,1,2,
Pakistan,07-Nov-18,Parwan,Bagram,Kabul,Bagrami,12,5,7,
Pakistan,07-Nov-18,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,8,4,4,
Pakistan,07-Nov-18,Sar-e-Pul,Sayad,Hilmand,Lashkargah,4,3,1,
Pakistan,07-Nov-18,Sar-e-Pul,Sayad,Sar-e-Pul,Sayad,5,3,2,
Pakistan,07-Nov-18,Zabul,Mizan,Zabul,Mizan,3,2,1,
Iran,08-Nov-18,Herat,Herat,Herat,Herat,1,0,1,
Pakistan,08-Nov-18,Sar-e-Pul,Sayad,Jawzjan,Shiberghan,7,2,5,
Pakistan,08-Nov-18,Sar-e-Pul,Sayad,Sar-e-Pul,Sayad,9,4,5,
Tajikistan,08-Nov-18,Balkh,Mazar-e-Sharif,Balkh,Mazar-e-Sharif,4,2,2,
Pakistan,09-Nov-18,Kabul,Dehsabz,Kabul,Dehsabz,1,0,1,
Pakistan,09-Nov-18,Logar,Mohammadagha,Kabul,Dehsabz,9,5,4,
Pakistan,10-Nov-18,Bamyan,Kahmard,Faryab,Maymana,6,2,4,
Pakistan,10-Nov-18,Kabul,Khak-e- Jabbar,Kabul,Khak-e- Jabbar,2,2,0,
Pakistan,10-Nov-18,Kapisa,Tagab,Kapisa,Tagab,2,1,1,
Pakistan,10-Nov-18,Sar-e-Pul,Sayad,Sar-e-Pul,Sayad,5,1,4,
Pakistan,10-Nov-18,Zabul,Shahjoy,Zabul,Qalat,4,1,3,
Iran,11-Nov-18,Ghazni,Jaghuri,Ghazni,Jaghuri,1,1,0,
Iran,11-Nov-18,Parwan,Charikar,Herat,Herat,1,0,1,
Pakistan,11-Nov-18,Balkh,Nahr-e- Shahi,Nangarhar,Khogyani,11,7,4,
Pakistan,11-Nov-18,Kunar,Dara-e-Pech,Kunar,Dara-e-Pech,5,1,4,
Pakistan,11-Nov-18,Nangarhar,Rodat,Nangarhar,Rodat,1,0,1,
Pakistan,11-Nov-18,Sar-e-Pul,Sayad,Sar-e-Pul,Sayad,6,2,4,
Iran,12-Nov-18,Balkh,Mazar-e-Sharif,Kabul,Kabul,1,0,1,
Iran,12-Nov-18,Ghazni,Nawur,Kabul,Kabul,1,0,1,
Iran,12-Nov-18,Logar,Pul-e- Alam,Herat,Herat,2,1,1,
Pakistan,12-Nov-18,Logar,Azra,Nangarhar,Surkhrod,1,0,1,
Iran,13-Nov-18,Bamyan,Panjab,Bamyan,Panjab,1,1,0,
Iran,13-Nov-18,Bamyan,Panjab,Herat,Herat,1,0,1,
Iran,13-Nov-18,Bamyan,Waras,Kabul,Kabul,2,1,1,
Iran,13-Nov-18,Herat,Herat,Herat,Herat,1,0,1,
Iran,13-Nov-18,Herat,Injil,Herat,Herat,1,0,1,
Iran,13-Nov-18,Sar-e-Pul,Sar-e-Pul,Herat,Herat,1,1,0,
Iran,13-Nov-18,Uruzgan,Khasuruzgan,Herat,Herat,1,1,0,
Pakistan,13-Nov-18,Baghlan,Doshi,Baghlan,Doshi,1,1,0,
Pakistan,13-Nov-18,Baghlan,Khenjan,Baghlan,Khenjan,1,0,1,
Pakistan,13-Nov-18,Jawzjan,Fayzabad,Jawzjan,Fayzabad,4,2,2,
Pakistan,13-Nov-18,Jawzjan,Qushtepa,Balkh,Mazar-e-Sharif,4,2,2,
Pakistan,13-Nov-18,Jawzjan,Qushtepa,Herat,Herat,5,4,1,
Pakistan,13-Nov-18,Jawzjan,Qushtepa,Jawzjan,Qushtepa,1,1,0,
Pakistan,13-Nov-18,Jawzjan,Qushtepa,Jawzjan,Shiberghan,1,0,1,
Pakistan,13-Nov-18,Jawzjan,Shiberghan,Jawzjan,Shiberghan,5,2,3,
Pakistan,13-Nov-18,Kabul,Guldara,Kabul,Guldara,3,2,1,
Pakistan,13-Nov-18,Kunduz,Kunduz,Balkh,Dawlatabad,3,2,1,
Pakistan,13-Nov-18,Nangarhar,Pachieragam,Nangarhar,Chaparhar,1,1,0,
Pakistan,13-Nov-18,Nangarhar,Surkhrod,Kabul,Kabul,5,1,4,
Iran,14-Nov-18,Ghazni,Ghazni,Ghazni,Ghazni,2,1,1,
Iran,14-Nov-18,Ghazni,Nawur,Herat,Herat,1,0,1,
Iran,14-Nov-18,Herat,Herat,Herat,Herat,2,1,1,
Iran,14-Nov-18,Kabul,Kabul,Kabul,Kabul,1,1,0,
Pakistan,14-Nov-18,Kabul,Kabul,Wardak,Hesa-e- Awal-e- Behsud,5,2,3,
Pakistan,14-Nov-18,Wardak,Hesa-e- Awal-e- Behsud,Wardak,Hesa-e- Awal-e- Behsud,2,0,2,
Pakistan,14-Nov-18,Zabul,Shomulzay,Zabul,Shomulzay,3,3,0,
Iran,15-Nov-18,Baghlan,Pul-e- khumri,Balkh,Mazar-e-Sharif,1,0,1,
Iran,15-Nov-18,Sar-e-Pul,Sar-e-Pul,Herat,Herat,1,1,0,
Pakistan,15-Nov-18,Balkh,Mazar-e-Sharif,Kabul,Kabul,4,0,4,
Pakistan,15-Nov-18,Faryab,Shirintagab,Faryab,Shirintagab,3,0,3,
Pakistan,15-Nov-18,Jawzjan,Qushtepa,Hilmand,Nahr-e-Saraj,2,1,1,
Pakistan,15-Nov-18,Jawzjan,Shiberghan,Kandahar,Kandahar,5,3,2,
Pakistan,15-Nov-18,Nangarhar,Hesarak,Nangarhar,Rodat,9,5,4,
Pakistan,15-Nov-18,Sar-e-Pul,Sayad,Herat,Herat,7,2,5,
Iran,16-Nov-18,Parwan,Charikar,Balkh,Mazar-e-Sharif,1,1,0,
Iran,16-Nov-18,Wardak,Maydanshahr,Kabul,Kabul,1,0,1,
Pakistan,16-Nov-18,Baghlan,Pul-e- khumri,Baghlan,Pul-e- khumri,1,1,0,
Pakistan,16-Nov-18,Paktya,Gardez,Kabul,Kabul,8,5,3,
Pakistan,17-Nov-18,Balkh,Chemtal,Balkh,Chemtal,4,2,2,
Pakistan,17-Nov-18,Hilmand,Lashkargah,Hilmand,Lashkargah,2,1,1,
Iran,18-Nov-18,Baghlan,Pul-e- khumri,Herat,Herat,1,0,1,
Iran,18-Nov-18,Herat,Herat,Herat,Herat,1,1,0,
Pakistan,18-Nov-18,Logar,Azra,Nangarhar,Kama,2,0,2,
Iran,19-Nov-18,Balkh,Mazar-e-Sharif,Herat,Herat,1,1,0,
Iran,19-Nov-18,Bamyan,Bamyan,Bamyan,Bamyan,1,0,1,
Iran,19-Nov-18,Bamyan,Panjab,Kabul,Kabul,1,0,1,
Iran,19-Nov-18,Daykundi,Nili,Kabul,Kabul,1,0,1,
Iran,19-Nov-18,Herat,Herat,Herat,Herat,1,0,1,
Iran,19-Nov-18,Kabul,Kabul,Kabul,Kabul,2,0,2,
Iran,19-Nov-18,Logar,Pul-e- Alam,Kabul,Kabul,1,1,0,
Iran,19-Nov-18,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,1,0,1,
Pakistan,19-Nov-18,Nangarhar,Chaparhar,Nangarhar,Chaparhar,1,0,1,
Pakistan,19-Nov-18,Nangarhar,Kuzkunar,Nangarhar,Kuzkunar,4,2,2,
Iran,20-Nov-18,Bamyan,Bamyan,Herat,Herat,1,0,1,
Iran,20-Nov-18,Ghazni,Jaghuri,Herat,Herat,1,0,1,
Iran,20-Nov-18,Herat,Injil,Herat,Herat,1,0,1,
Iran,20-Nov-18,Sar-e-Pul,Sozmaqala,Herat,Herat,2,0,2,
Pakistan,20-Nov-18,Kandahar,Maywand,Kandahar,Maywand,7,4,3,
Pakistan,20-Nov-18,Kandahar,Maywand,Sar-e-Pul,Sayad,7,3,4,
Pakistan,20-Nov-18,Kandahar,Panjwayi,Kandahar,Panjwayi,7,2,5,
Pakistan,20-Nov-18,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,1,0,1,
Iran,21-Nov-18,Bamyan,Panjab,Kabul,Kabul,1,0,1,
Iran,21-Nov-18,Kabul,Kabul,Kabul,Kabul,1,0,1,
Iran,21-Nov-18,Logar,Pul-e- Alam,Logar,Pul-e- Alam,2,1,1,
Pakistan,21-Nov-18,Kabul,Qarabagh,Kabul,Kabul,2,2,0,
Pakistan,21-Nov-18,Kunar,Chapadara,Nangarhar,Behsud,9,2,7,
Pakistan,21-Nov-18,Kunduz,Chardarah,Kunduz,Chardarah,1,1,0,
Pakistan,21-Nov-18,Kunduz,Dasht-e-Archi,Nangarhar,Behsud,2,1,1,
Pakistan,21-Nov-18,Kunduz,Emamsaheb,Kunduz,Emamsaheb,8,3,5,
Pakistan,21-Nov-18,Laghman,Qarghayi,Laghman,Qarghayi,4,2,2,
Iran,22-Nov-18,Herat,Herat,Herat,Herat,1,0,1,
Iran,22-Nov-18,Parwan,Salang,Herat,Herat,1,1,0,
Iran,23-Nov-18,Parwan,Salang,Parwan,Salang,1,1,0,
Pakistan,23-Nov-18,Logar,Azra,Kabul,Kabul,5,2,3,
Pakistan,23-Nov-18,Paktya,Gardez,Kabul,Kabul,1,1,0,
Pakistan,23-Nov-18,Paktya,Gardez,Khost,Khost(Matun),3,1,2,
Pakistan,24-Nov-18,Hilmand,Lashkargah,Hilmand,Lashkargah,13,6,7,
Pakistan,24-Nov-18,Jawzjan,Shiberghan,Hilmand,Lashkargah,1,0,1,
Pakistan,24-Nov-18,Kandahar,Kandahar,Hilmand,Lashkargah,12,7,5,
Pakistan,24-Nov-18,Kandahar,Kandahar,Hilmand,Nad-e-Ali,5,1,4,
Pakistan,24-Nov-18,Kandahar,Kandahar,Kandahar,Spinboldak,10,8,2,
Pakistan,24-Nov-18,Sar-e-Pul,Sayad,Sar-e-Pul,Sayad,14,3,11,
Pakistan,25-Nov-18,Laghman,Qarghayi,Laghman,Qarghayi,9,5,4,
Iran,27-Nov-18,Badakhshan,Fayzabad,Kabul,Kabul,1,1,0,
Iran,27-Nov-18,Balkh,Mazar-e-Sharif,Balkh,Mazar-e-Sharif,1,1,0,
Iran,27-Nov-18,Bamyan,Bamyan,Bamyan,Bamyan,1,0,1,
Iran,27-Nov-18,Bamyan,Yakawlang,Kabul,Kabul,1,0,1,
Iran,27-Nov-18,Daykundi,Nili,Herat,Herat,1,1,0,
Iran,27-Nov-18,Daykundi,Nili,Kabul,Kabul,1,1,0,
Iran,27-Nov-18,Jawzjan,Shiberghan,Jawzjan,Shiberghan,1,1,0,
Iran,27-Nov-18,Kabul,Kabul,Kabul,Kabul,2,1,1,
Iran,27-Nov-18,Logar,Mohammadagha,Logar,Mohammadagha,1,1,0,
Iran,27-Nov-18,Parwan,Charikar,Parwan,Charikar,1,0,1,
Iran,27-Nov-18,Samangan,Dara-e- Suf-e- Payin,Kabul,Kabul,1,0,1,
Iran,27-Nov-18,Sar-e-Pul,Sancharak(sangchark),Kabul,Kabul,1,1,0,
Iran,27-Nov-18,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,2,2,0,
Pakistan,27-Nov-18,Ghazni,Jaghatu,Kabul,Kabul,4,3,1,
Pakistan,27-Nov-18,Jawzjan,Qushtepa,Jawzjan,Qushtepa,4,1,3,
Pakistan,27-Nov-18,Kabul,Kabul,Kabul,Kabul,2,1,1,
Pakistan,27-Nov-18,Kabul,Surobi,Kabul,Kabul,6,1,5,
Pakistan,27-Nov-18,Kandahar,Arghandab,Kandahar,Arghandab,10,3,7,
Pakistan,27-Nov-18,Kunduz,Kunduz,Kunduz,Kunduz,6,4,2,
